"sigma_kappa[1]","sigma_kappa[2]","sigma_kappa[3]","sigma_kappa[4]"
2.13270026319349,1.6180393718132,3.12524185857014,1.30327850229589
1.27176906951579,1.0084452641947,2.2584995901999,1.2575504035258
1.59151568545136,1.13380650182963,2.9207336919053,1.27313522210115
1.80897731293017,0.72140959496061,2.7215616196265,0.884537369818085
1.58400106535484,0.78724369697148,2.36710211888377,2.02451096199977
1.56586836527578,0.748011585331471,2.3979677025086,2.06256459165645
1.45924707306246,1.11062437183816,2.43398440020949,1.50340671530881
1.50797434288288,1.02386681584581,2.59597892764693,1.37254483087775
1.41834958726936,1.38413170681501,2.00763327784992,1.896316562927
1.85625212688892,1.25435698808419,2.1400747864208,1.23549934575734
1.94524595401515,1.39590029928443,2.67673410592534,1.45030489350596
1.50401301442897,1.01312963358946,2.5101825600509,1.09990621879045
1.36885741258056,1.12384690162275,3.22567924220588,1.06906274178491
1.28606086106554,1.06542314751908,2.67648057881388,0.848240588792218
1.28463108702215,0.966643985300767,2.13851028152218,1.13689834824466
1.34843569474919,0.955997791176061,2.06393010568277,1.25252108309253
1.71789343510807,0.910499316434705,2.74013980378198,1.10293016921886
1.92095330090934,1.3467277989005,2.20513444821852,1.37769256889904
1.8089989481953,1.09558499475191,1.85720205379056,1.03259110972775
1.53749135505329,0.772389354033604,2.28877784038146,0.718268503308927
1.49939768203869,0.952088377658298,3.38167992158789,1.12599267502763
1.81787519526368,1.09187759926407,3.41647494543973,0.907849464600017
1.84685765886894,0.833131294554998,4.48037437432517,0.990054734486754
1.98697091727357,1.08744351023799,3.24852579559597,0.844337199983731
1.69696561551425,1.05782825482736,2.76263289066987,1.23227006603114
1.75181642789418,1.25374959642436,3.53655051019925,1.45929564135941
1.40689216978856,1.09399070128075,2.61244835134705,1.21475354029043
1.35917201902109,0.925822666321054,3.62074511668471,1.06805514314429
1.71877940528529,1.55225701405288,2.1472791799943,0.963617361928006
1.62827776164971,1.35452171280162,2.42728932496595,0.953878532603201
1.45100035272866,1.66583070392459,2.30835855604466,1.12280628818005
1.69422599800836,1.23955664305633,3.10552010638707,1.46289133218194
1.49574813518043,1.2321446501784,2.78595923977421,1.13797444453366
1.51938292853078,0.993415105702809,2.94332880605179,1.39400694474368
1.5109716060437,1.05542742827373,3.14497616420063,1.14862612269674
1.35272683140497,0.861214111195851,2.55718273547687,1.00806791672807
1.66578527100163,1.44606706941582,1.59584736135723,1.22869761384577
1.34561934144724,1.10070173372039,1.68606228716688,1.25140386272169
1.47105696666102,1.05685797020845,1.74667997268718,1.23221410718789
1.74562487824944,0.956922915058853,1.52049938228792,1.05176727941762
1.99244531508039,1.0428530650411,2.1352450856175,0.8464571913928
1.98419248371998,1.02296018603521,1.52187558586865,0.859836714305454
1.95406005504134,1.01737840010735,1.52819595654668,1.42531749310277
1.47066594452856,1.12355154626579,2.02259888367074,0.952159623536698
1.93180975262199,1.1662360026715,2.55756905588909,0.879637833669965
1.90721117907688,1.15500139924739,1.8016904820478,1.06312917530509
2.13062125212822,1.12848841834351,2.36801448018685,0.990929369147042
1.67025667475344,0.909818210371401,2.23425027543978,1.14954998847838
2.12495930177659,1.41682387373528,1.85945299686869,1.02815661476416
1.72300383274689,1.2447415730692,1.71670872633113,0.991515030080101
